# SignalP-5.0	Organism: euk	Timestamp: 20260406151522
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q8F256	OTHER	0.000217	0.999783	
Q8F257	OTHER	0.000452	0.999548	
Q8F258	SP(Sec/SPI)	0.930640	0.069360	CS pos: 19-20. ILS-LN. Pr: 0.4303
Q8F259	OTHER	0.001457	0.998543	
Q8F260	OTHER	0.000387	0.999613	
Q8F262	OTHER	0.000245	0.999755	
Q8F263	OTHER	0.000760	0.999240	
Q8F266	OTHER	0.163697	0.836303	
Q8F267	OTHER	0.000410	0.999590	
Q8F268	OTHER	0.001607	0.998393	
Q8F269	OTHER	0.076960	0.923040	
Q8F271	OTHER	0.001640	0.998360	
Q8F275	SP(Sec/SPI)	0.931904	0.068096	CS pos: 25-26. SFA-NT. Pr: 0.8050
Q8F276	OTHER	0.006123	0.993877	
Q8F277	OTHER	0.067499	0.932501	
Q8F280	OTHER	0.000792	0.999208	
Q8F282	OTHER	0.000735	0.999265	
Q8F284	OTHER	0.224068	0.775932	
Q8F285	SP(Sec/SPI)	0.981395	0.018605	CS pos: 23-24. LLA-DE. Pr: 0.7853
Q8F292	OTHER	0.005616	0.994384	
Q8F293	OTHER	0.000638	0.999362	
Q8F294	OTHER	0.000851	0.999149	
Q8F295	OTHER	0.002726	0.997274	
Q8F296	OTHER	0.001882	0.998118	
Q8F297	OTHER	0.000528	0.999472	
Q8F298	OTHER	0.000612	0.999388	
Q8F299	SP(Sec/SPI)	0.621334	0.378666	CS pos: 21-22. VHT-NI. Pr: 0.4837
Q8F2A0	OTHER	0.001181	0.998819	
Q8F2A1	OTHER	0.002496	0.997504	
Q8F2A3	OTHER	0.011285	0.988715	
Q8F2A4	OTHER	0.001285	0.998715	
Q8F2A5	OTHER	0.000698	0.999302	
Q8F2A6	OTHER	0.000916	0.999084	
Q8F2A9	OTHER	0.000825	0.999175	
Q8F2B0	OTHER	0.000099	0.999901	
Q8F2B1	OTHER	0.001066	0.998934	
Q8F2B3	OTHER	0.085555	0.914445	
Q8F2B5	SP(Sec/SPI)	0.585370	0.414630	CS pos: 23-24. IWS-YT. Pr: 0.3839
Q8F2B6	OTHER	0.000388	0.999612	
Q8F2B7	OTHER	0.241397	0.758603	
Q8F2C0	SP(Sec/SPI)	0.999321	0.000679	CS pos: 18-19. ASC-ED. Pr: 0.8428
Q8F2C4	OTHER	0.000195	0.999805	
Q8F2C5	OTHER	0.000463	0.999537	
Q8F2C8	OTHER	0.000939	0.999061	
Q8F2D0	OTHER	0.000589	0.999411	
Q8F2D5	OTHER	0.001174	0.998826	
Q8F2D6	OTHER	0.005765	0.994235	
Q8F2D7	OTHER	0.000127	0.999873	
Q8F2D9	OTHER	0.000941	0.999059	
Q8F2E0	OTHER	0.000900	0.999100	
Q8F2E1	OTHER	0.000562	0.999438	
Q8F2E2	OTHER	0.000583	0.999417	
Q8F2E3	OTHER	0.000480	0.999520	
Q8F2E4	OTHER	0.000585	0.999415	
Q8F2E5	OTHER	0.000538	0.999462	
Q8F2E7	OTHER	0.040059	0.959941	
Q8F2E8	OTHER	0.002546	0.997454	
Q8F2F0	OTHER	0.001785	0.998215	
Q8F2F1	OTHER	0.010179	0.989821	
Q8F2F3	SP(Sec/SPI)	0.965337	0.034663	CS pos: 25-26. LSA-QE. Pr: 0.5164
Q8F2F4	OTHER	0.356318	0.643682	
Q8F2F5	SP(Sec/SPI)	0.677622	0.322378	CS pos: 24-25. WNC-QD. Pr: 0.2181
Q8F2F6	OTHER	0.000890	0.999110	
Q8F2F8	SP(Sec/SPI)	0.930458	0.069542	CS pos: 18-19. ALA-LT. Pr: 0.3360
Q8F2F9	OTHER	0.000271	0.999729	
Q8F2G0	OTHER	0.000771	0.999229	
Q8F2G3	OTHER	0.000490	0.999510	
Q8F2G8	OTHER	0.470725	0.529275	
Q8F2H0	OTHER	0.059733	0.940267	
Q8F2H1	OTHER	0.001743	0.998257	
Q8F2H3	OTHER	0.008301	0.991699	
Q8F2H4	SP(Sec/SPI)	0.979742	0.020258	CS pos: 20-21. ASS-IT. Pr: 0.4651
Q8F2H5	SP(Sec/SPI)	0.998076	0.001924	CS pos: 22-23. AYS-EQ. Pr: 0.9397
Q8F2I0	OTHER	0.003840	0.996160	
Q8F2I1	OTHER	0.000290	0.999710	
Q8F2I2	OTHER	0.000666	0.999334	
Q8F2I4	OTHER	0.000732	0.999268	
Q8F2I5	OTHER	0.019843	0.980157	
Q8F2J7	OTHER	0.311167	0.688833	
Q8F2J8	OTHER	0.001223	0.998777	
Q8F2J9	OTHER	0.000201	0.999799	
Q8F2K0	OTHER	0.007221	0.992779	
Q8F2K1	OTHER	0.000974	0.999026	
Q8F2K4	OTHER	0.000227	0.999773	
Q8F2K6	SP(Sec/SPI)	0.995439	0.004561	CS pos: 19-20. INA-EE. Pr: 0.9760
Q8F2K7	OTHER	0.323702	0.676298	
Q8F2K9	OTHER	0.000668	0.999332	
Q8F2L0	OTHER	0.000813	0.999187	
Q8F2L5	OTHER	0.030136	0.969864	
Q8F2L7	OTHER	0.024472	0.975528	
Q8F2L8	OTHER	0.000199	0.999801	
Q8F2M0	OTHER	0.001306	0.998694	
Q8F2M3	SP(Sec/SPI)	0.688228	0.311772	CS pos: 26-27. LFS-QN. Pr: 0.4076
Q8F2M8	OTHER	0.009434	0.990566	
Q8F2M9	SP(Sec/SPI)	0.941869	0.058131	CS pos: 25-26. ALS-AS. Pr: 0.6454
Q8F2N0	OTHER	0.001253	0.998747	
Q8F2N1	SP(Sec/SPI)	0.990304	0.009696	CS pos: 20-21. VFG-EA. Pr: 0.8059
Q8F2N2	OTHER	0.005376	0.994624	
Q8F2N3	OTHER	0.001160	0.998840	
Q8F2N4	OTHER	0.001352	0.998648	
Q8F2N8	OTHER	0.000534	0.999466	
Q8F2N9	OTHER	0.000505	0.999495	
Q8F2P0	SP(Sec/SPI)	0.901513	0.098487	CS pos: 20-21. GEG-KT. Pr: 0.7107
Q8F2P1	OTHER	0.000634	0.999366	
Q8F2P2	OTHER	0.002799	0.997201	
Q8F2P4	OTHER	0.004638	0.995362	
Q8F2P5	OTHER	0.002190	0.997810	
Q8F2P6	SP(Sec/SPI)	0.787922	0.212078	CS pos: 21-22. IQC-GK. Pr: 0.5348
Q8F2P8	OTHER	0.000386	0.999614	
Q8F2P9	OTHER	0.302174	0.697826	
Q8F2Q0	OTHER	0.008997	0.991003	
Q8F2Q5	OTHER	0.024267	0.975733	
Q8F2Q6	OTHER	0.020140	0.979860	
Q8F2Q7	OTHER	0.017879	0.982121	
Q8F2Q9	OTHER	0.002334	0.997666	
Q8F2R3	SP(Sec/SPI)	0.983276	0.016724	CS pos: 19-20. ACT-KQ. Pr: 0.4590
Q8F2R5	OTHER	0.364727	0.635273	
Q8F2R9	OTHER	0.001150	0.998850	
Q8F2S0	OTHER	0.000454	0.999546	
Q8F2S1	OTHER	0.000596	0.999404	
Q8F2S5	OTHER	0.000476	0.999524	
Q8F2S6	OTHER	0.000440	0.999560	
Q8F2S7	OTHER	0.000903	0.999097	
Q8F2S9	OTHER	0.001590	0.998410	
Q8F2T0	OTHER	0.042426	0.957574	
Q8F2T2	OTHER	0.001031	0.998969	
Q8F2T3	OTHER	0.000416	0.999584	
Q8F2T4	OTHER	0.002284	0.997716	
Q8F2T5	OTHER	0.000938	0.999062	
Q8F2T6	OTHER	0.001036	0.998964	
Q8F2T7	OTHER	0.001415	0.998585	
Q8F2T8	OTHER	0.000603	0.999397	
Q8F2U0	OTHER	0.000540	0.999460	
Q8F2U2	OTHER	0.000528	0.999472	
Q8F2U4	OTHER	0.001429	0.998571	
Q8F2U6	OTHER	0.490332	0.509668	
Q8F2U7	SP(Sec/SPI)	0.997792	0.002208	CS pos: 25-26. VFA-KE. Pr: 0.9798
Q8F2V2	SP(Sec/SPI)	0.933439	0.066561	CS pos: 19-20. LWG-KT. Pr: 0.6447
Q8F2V4	OTHER	0.000382	0.999618	
Q8F2V5	OTHER	0.001924	0.998076	
Q8F2V6	OTHER	0.001818	0.998182	
Q8F2V7	OTHER	0.001584	0.998416	
Q8F2V8	OTHER	0.003509	0.996491	
Q8F2W1	SP(Sec/SPI)	0.990778	0.009222	CS pos: 20-21. IYS-EN. Pr: 0.7779
Q8F2W5	OTHER	0.000851	0.999149	
Q8F2W8	OTHER	0.000376	0.999624	
Q8F2W9	OTHER	0.001178	0.998822	
Q8F2X0	OTHER	0.002820	0.997180	
Q8F2X1	OTHER	0.000217	0.999783	
Q8F2X2	OTHER	0.012995	0.987005	
Q8F2X3	OTHER	0.001494	0.998506	
Q8F2X4	OTHER	0.000317	0.999683	
Q8F2X8	OTHER	0.000379	0.999621	
Q8F2X9	OTHER	0.001436	0.998564	
Q8F2Y0	OTHER	0.000455	0.999545	
Q8F2Y2	OTHER	0.000852	0.999148	
Q8F2Y3	SP(Sec/SPI)	0.993660	0.006340	CS pos: 22-23. SYG-VN. Pr: 0.7620
Q8F2Y4	OTHER	0.000814	0.999186	
Q8F2Y5	SP(Sec/SPI)	0.938514	0.061486	CS pos: 21-22. CSP-IK. Pr: 0.4725
Q8F2Y7	OTHER	0.001494	0.998506	
Q8F2Y8	OTHER	0.000451	0.999549	
Q8F2Z0	OTHER	0.001310	0.998690	
Q8F2Z1	OTHER	0.039531	0.960469	
Q8F2Z3	SP(Sec/SPI)	0.858510	0.141490	CS pos: 27-28. LKA-QS. Pr: 0.4690
Q8F2Z6	OTHER	0.000896	0.999104	
Q8F303	OTHER	0.001006	0.998994	
Q8F306	OTHER	0.000437	0.999563	
Q8F307	OTHER	0.011522	0.988478	
Q8F309	OTHER	0.000349	0.999651	
Q8F310	OTHER	0.002640	0.997360	
Q8F311	OTHER	0.025258	0.974742	
Q8F312	OTHER	0.006424	0.993576	
Q8F313	OTHER	0.000329	0.999671	
Q8F315	SP(Sec/SPI)	0.995770	0.004230	CS pos: 20-21. VSG-ES. Pr: 0.9257
Q8F316	SP(Sec/SPI)	0.985322	0.014678	CS pos: 24-25. LES-KK. Pr: 0.5574
Q8F317	OTHER	0.008476	0.991524	
Q8F323	OTHER	0.000629	0.999371	
Q8F324	OTHER	0.438840	0.561160	
Q8F327	OTHER	0.000511	0.999489	
Q8F329	SP(Sec/SPI)	0.856033	0.143967	CS pos: 28-29. TSA-VS. Pr: 0.3276
Q8F330	OTHER	0.000757	0.999243	
Q8F331	OTHER	0.002274	0.997726	
Q8F333	OTHER	0.000501	0.999499	
Q8F334	OTHER	0.002180	0.997820	
Q8F335	OTHER	0.000491	0.999509	
Q8F336	OTHER	0.000394	0.999606	
Q8F337	OTHER	0.000542	0.999458	
Q8F339	OTHER	0.000153	0.999847	
Q8F346	OTHER	0.000407	0.999593	
Q8F350	SP(Sec/SPI)	0.754577	0.245423	CS pos: 17-18. SDS-KT. Pr: 0.3524
Q8F354	OTHER	0.000324	0.999676	
Q8F355	OTHER	0.000325	0.999675	
Q8F356	SP(Sec/SPI)	0.725115	0.274885	CS pos: 17-18. GVG-DL. Pr: 0.3339
Q8F360	OTHER	0.000632	0.999368	
Q8F363	OTHER	0.000975	0.999025	
Q8F364	SP(Sec/SPI)	0.673906	0.326094	CS pos: 25-26. SHD-QI. Pr: 0.2864
Q8F365	OTHER	0.022300	0.977700	
Q8F366	OTHER	0.029543	0.970457	
Q8F367	OTHER	0.001400	0.998600	
Q8F369	OTHER	0.000392	0.999608	
Q8F371	OTHER	0.000297	0.999703	
Q8F372	OTHER	0.000932	0.999068	
Q8F373	SP(Sec/SPI)	0.976751	0.023249	CS pos: 21-22. IFG-ED. Pr: 0.8597
Q8F374	OTHER	0.006484	0.993516	
Q8F378	OTHER	0.000662	0.999338	
Q8F379	OTHER	0.001986	0.998014	
Q8F380	SP(Sec/SPI)	0.993214	0.006786	CS pos: 21-22. SEA-KS. Pr: 0.9352
Q8F381	OTHER	0.455918	0.544082	
Q8F382	SP(Sec/SPI)	0.689020	0.310980	CS pos: 30-31. LSG-NS. Pr: 0.2485
Q8F384	OTHER	0.000219	0.999781	
Q8F385	OTHER	0.000451	0.999549	
Q8F390	OTHER	0.001291	0.998709	
Q8F391	OTHER	0.000760	0.999240	
Q8F396	SP(Sec/SPI)	0.994083	0.005917	CS pos: 20-21. ASC-GD. Pr: 0.6245
Q8F398	SP(Sec/SPI)	0.993981	0.006019	CS pos: 20-21. IYA-QS. Pr: 0.9195
Q8F399	OTHER	0.001028	0.998972	
Q8F3A2	SP(Sec/SPI)	0.503853	0.496147	CS pos: 23-24. FYC-KP. Pr: 0.1517
Q8F3A4	OTHER	0.001979	0.998021	
Q8F3A6	OTHER	0.113920	0.886080	
Q8F3A8	SP(Sec/SPI)	0.981859	0.018141	CS pos: 20-21. CTS-KK. Pr: 0.7376
Q8F3A9	SP(Sec/SPI)	0.881548	0.118452	CS pos: 19-20. CSP-QS. Pr: 0.2251
Q8F3B0	SP(Sec/SPI)	0.808456	0.191544	CS pos: 23-24. CKK-EL. Pr: 0.2132
Q8F3B1	SP(Sec/SPI)	0.971490	0.028510	CS pos: 20-21. LGC-KK. Pr: 0.4933
Q8F3B4	OTHER	0.000386	0.999614	
Q8F3B5	OTHER	0.000983	0.999017	
Q8F3B7	OTHER	0.349846	0.650154	
Q8F3B8	OTHER	0.002480	0.997520	
Q8F3B9	OTHER	0.000623	0.999377	
Q8F3C1	OTHER	0.164648	0.835352	
Q8F3C3	OTHER	0.025554	0.974446	
Q8F3C7	OTHER	0.000453	0.999547	
Q8F3C8	OTHER	0.392054	0.607946	
Q8F3C9	OTHER	0.000527	0.999473	
Q8F3D1	OTHER	0.000917	0.999083	
Q8F3D3	OTHER	0.000367	0.999633	
Q8F3D4	OTHER	0.000475	0.999525	
Q8F3D5	SP(Sec/SPI)	0.988179	0.011821	CS pos: 24-25. LLA-DM. Pr: 0.6064
Q8F3D6	OTHER	0.181836	0.818164	
Q8F3D7	OTHER	0.001227	0.998773	
Q8F3D8	OTHER	0.001598	0.998402	
Q8F3D9	OTHER	0.191549	0.808451	
Q8F3E0	OTHER	0.002389	0.997611	
Q8F3E1	OTHER	0.003288	0.996712	
Q8F3E2	OTHER	0.025260	0.974740	
Q8F3E3	OTHER	0.000972	0.999028	
Q8F3E4	OTHER	0.001153	0.998847	
Q8F3E5	OTHER	0.000453	0.999547	
Q8F3E6	OTHER	0.000968	0.999032	
Q8F3E7	OTHER	0.046379	0.953621	
Q8F3E8	OTHER	0.000390	0.999610	
Q8F3F0	OTHER	0.002999	0.997001	
Q8F3F2	OTHER	0.000332	0.999668	
Q8F3F3	OTHER	0.000570	0.999430	
Q8F3F4	SP(Sec/SPI)	0.892128	0.107872	CS pos: 29-30. IQA-EA. Pr: 0.7446
Q8F3F6	SP(Sec/SPI)	0.907115	0.092885	CS pos: 29-30. IQA-EA. Pr: 0.6797
Q8F3F8	SP(Sec/SPI)	0.905068	0.094932	CS pos: 29-30. IQA-DE. Pr: 0.7785
Q8F3F9	SP(Sec/SPI)	0.926143	0.073857	CS pos: 29-30. IQA-EE. Pr: 0.8094
Q8F3G0	OTHER	0.000293	0.999707	
Q8F3G2	SP(Sec/SPI)	0.655584	0.344416	CS pos: 33-34. VLS-QT. Pr: 0.5743
Q8F3G3	OTHER	0.043204	0.956796	
Q8F3G4	OTHER	0.028616	0.971384	
Q8F3G5	OTHER	0.076261	0.923739	
Q8F3G6	OTHER	0.000243	0.999757	
Q8F3G7	OTHER	0.000263	0.999737	
Q8F3G8	OTHER	0.001256	0.998744	
Q8F3G9	OTHER	0.000468	0.999532	
Q8F3H0	OTHER	0.000965	0.999035	
Q8F3H1	OTHER	0.000812	0.999188	
Q8F3H3	OTHER	0.003085	0.996915	
Q8F3H6	OTHER	0.000382	0.999618	
Q8F3H9	OTHER	0.000281	0.999719	
Q8F3I0	OTHER	0.000599	0.999401	
Q8F3I1	OTHER	0.000193	0.999807	
Q8F3I4	OTHER	0.001746	0.998254	
Q8F3J0	OTHER	0.001170	0.998830	
Q8F3J1	OTHER	0.001067	0.998933	
Q8F3J5	OTHER	0.124646	0.875354	
Q8F3J6	SP(Sec/SPI)	0.677224	0.322776	CS pos: 17-18. LVA-YY. Pr: 0.3418
Q8F3J7	OTHER	0.000465	0.999535	
Q8F3K0	OTHER	0.000599	0.999401	
Q8F3K2	OTHER	0.000423	0.999577	
Q8F3K3	OTHER	0.000521	0.999479	
Q8F3K7	OTHER	0.001498	0.998502	
Q8F3L6	OTHER	0.002196	0.997804	
Q8F3L7	OTHER	0.001791	0.998209	
Q8F3L8	OTHER	0.000638	0.999362	
Q8F3M0	OTHER	0.000479	0.999521	
Q8F3M1	OTHER	0.002576	0.997424	
Q8F3M2	OTHER	0.056166	0.943834	
Q8F3M3	OTHER	0.001178	0.998822	
Q8F3M4	OTHER	0.107937	0.892063	
Q8F3M5	OTHER	0.007328	0.992672	
Q8F3M6	SP(Sec/SPI)	0.758514	0.241486	CS pos: 30-31. VFP-QS. Pr: 0.6621
Q8F3M9	OTHER	0.009268	0.990732	
Q8F3N0	SP(Sec/SPI)	0.957864	0.042136	CS pos: 18-19. TAA-NF. Pr: 0.5990
Q8F3N1	OTHER	0.001288	0.998712	
Q8F3N2	OTHER	0.000620	0.999380	
Q8F3N3	OTHER	0.000196	0.999804	
Q8F3N4	OTHER	0.001035	0.998965	
Q8F3N5	OTHER	0.002088	0.997912	
Q8F3N6	OTHER	0.000373	0.999627	
Q8F3N9	OTHER	0.000634	0.999366	
Q8F3P0	OTHER	0.219482	0.780518	
Q8F3P6	OTHER	0.000529	0.999471	
Q8F3P7	OTHER	0.000874	0.999126	
Q8F3P8	OTHER	0.082341	0.917659	
Q8F3P9	OTHER	0.000586	0.999414	
Q8F3Q0	OTHER	0.000501	0.999499	
Q8F3Q7	OTHER	0.000753	0.999247	
Q8F3Q8	SP(Sec/SPI)	0.943330	0.056670	CS pos: 23-24. IAC-ID. Pr: 0.7114
Q8F3R0	OTHER	0.000353	0.999647	
Q8F3R1	OTHER	0.001458	0.998542	
Q8F3R2	OTHER	0.001048	0.998952	
Q8F3R4	OTHER	0.001745	0.998255	
Q8F3R9	OTHER	0.000122	0.999878	
Q8F3S0	SP(Sec/SPI)	0.589460	0.410540	CS pos: 28-29. SEA-GG. Pr: 0.3221
Q8F3S3	OTHER	0.000270	0.999730	
Q8F3S4	OTHER	0.002340	0.997660	
Q8F3S5	OTHER	0.000586	0.999414	
Q8F3S6	OTHER	0.001520	0.998480	
Q8F3S7	OTHER	0.000184	0.999816	
Q8F3S8	OTHER	0.002228	0.997772	
Q8F3T0	OTHER	0.001007	0.998993	
Q8F3T1	OTHER	0.002457	0.997543	
Q8F3T2	OTHER	0.010857	0.989143	
Q8F3T4	SP(Sec/SPI)	0.992567	0.007433	CS pos: 20-21. LQA-GK. Pr: 0.4983
Q8F3T5	OTHER	0.002894	0.997106	
Q8F3T6	OTHER	0.000929	0.999071	
Q8F3T8	OTHER	0.001317	0.998683	
Q8F3T9	SP(Sec/SPI)	0.967546	0.032454	CS pos: 21-22. SLS-RE. Pr: 0.6725
Q8F3U1	OTHER	0.000359	0.999641	
Q8F3U2	OTHER	0.001123	0.998877	
Q8F3U7	OTHER	0.000270	0.999730	
Q8F3U8	OTHER	0.001066	0.998934	
Q8F3U9	OTHER	0.001546	0.998454	
Q8F3V0	OTHER	0.000476	0.999524	
Q8F3V1	OTHER	0.000784	0.999216	
Q8F3V2	OTHER	0.000490	0.999510	
Q8F3V3	OTHER	0.000375	0.999625	
Q8F3V4	OTHER	0.003885	0.996115	
Q8F3V5	SP(Sec/SPI)	0.802631	0.197369	CS pos: 21-22. FNA-CK. Pr: 0.1819
Q8F3V6	OTHER	0.000215	0.999785	
Q8F3V9	OTHER	0.022759	0.977241	
Q8F3W0	SP(Sec/SPI)	0.718729	0.281271	CS pos: 24-25. VFT-LE. Pr: 0.4992
Q8F3W2	OTHER	0.000424	0.999576	
Q8F3W4	SP(Sec/SPI)	0.997365	0.002635	CS pos: 20-21. LFA-QL. Pr: 0.5139
Q8F3W5	OTHER	0.012614	0.987386	
Q8F3W9	OTHER	0.000654	0.999346	
Q8F3X0	OTHER	0.000237	0.999763	
Q8F3X1	OTHER	0.000815	0.999185	
Q8F3X2	SP(Sec/SPI)	0.971165	0.028835	CS pos: 25-26. STT-RL. Pr: 0.3171
Q8F3X3	OTHER	0.003661	0.996339	
Q8F3X4	OTHER	0.050639	0.949361	
Q8F3X6	OTHER	0.002483	0.997517	
Q8F3X7	OTHER	0.160901	0.839099	
Q8F3Y0	OTHER	0.000588	0.999412	
Q8F3Y1	OTHER	0.040668	0.959332	
Q8F3Y2	OTHER	0.466380	0.533620	
Q8F3Y3	SP(Sec/SPI)	0.992982	0.007018	CS pos: 21-22. GNC-ST. Pr: 0.4531
Q8F3Y4	OTHER	0.000399	0.999601	
Q8F3Y5	OTHER	0.005046	0.994954	
Q8F3Y6	OTHER	0.165445	0.834555	
Q8F3Y8	OTHER	0.000695	0.999305	
Q8F3Y9	OTHER	0.000457	0.999543	
Q8F3Z0	OTHER	0.000591	0.999409	
Q8F3Z1	OTHER	0.001196	0.998804	
Q8F3Z2	OTHER	0.000867	0.999133	
Q8F3Z3	OTHER	0.004557	0.995443	
Q8F3Z4	SP(Sec/SPI)	0.673413	0.326587	CS pos: 26-27. ISS-TI. Pr: 0.2466
Q8F3Z5	OTHER	0.001756	0.998244	
Q8F3Z7	OTHER	0.000871	0.999129	
Q8F3Z8	SP(Sec/SPI)	0.992223	0.007777	CS pos: 20-21. VYA-WG. Pr: 0.7696
Q8F3Z9	OTHER	0.001625	0.998375	
Q8F400	SP(Sec/SPI)	0.974181	0.025819	CS pos: 27-28. VFS-QA. Pr: 0.5454
Q8F402	OTHER	0.014301	0.985699	
Q8F404	SP(Sec/SPI)	0.828974	0.171026	CS pos: 25-26. AFA-NP. Pr: 0.7107
Q8F406	OTHER	0.272364	0.727636	
Q8F407	SP(Sec/SPI)	0.987202	0.012798	CS pos: 21-22. SFC-KQ. Pr: 0.8731
Q8F408	SP(Sec/SPI)	0.968377	0.031623	CS pos: 21-22. SFC-KN. Pr: 0.6585
Q8F410	OTHER	0.000935	0.999065	
Q8F417	OTHER	0.000253	0.999747	
Q8F419	OTHER	0.000330	0.999670	
Q8F420	OTHER	0.000256	0.999744	
Q8F427	OTHER	0.000534	0.999466	
Q8F428	SP(Sec/SPI)	0.565521	0.434479	CS pos: 34-35. TKS-TD. Pr: 0.2672
Q8F432	SP(Sec/SPI)	0.995395	0.004605	CS pos: 20-21. VSA-DV. Pr: 0.9734
Q8F433	OTHER	0.001087	0.998913	
Q8F434	OTHER	0.000542	0.999458	
Q8F436	OTHER	0.004393	0.995607	
Q8F441	SP(Sec/SPI)	0.806530	0.193470	CS pos: 20-21. NQC-RR. Pr: 0.3745
Q8F442	SP(Sec/SPI)	0.975264	0.024736	CS pos: 21-22. CGS-RD. Pr: 0.6595
Q8F443	OTHER	0.000244	0.999756	
Q8F444	OTHER	0.001410	0.998590	
Q8F450	OTHER	0.005033	0.994967	
Q8F451	OTHER	0.201287	0.798713	
Q8F452	OTHER	0.000335	0.999665	
Q8F455	OTHER	0.000391	0.999609	
Q8F456	OTHER	0.001209	0.998791	
Q8F458	OTHER	0.002632	0.997368	
Q8F459	OTHER	0.003112	0.996888	
Q8F461	OTHER	0.124995	0.875005	
Q8F462	OTHER	0.000414	0.999586	
Q8F463	OTHER	0.001025	0.998975	
Q8F464	SP(Sec/SPI)	0.690432	0.309568	CS pos: 22-23. GSC-IY. Pr: 0.4968
Q8F465	OTHER	0.000596	0.999404	
Q8F467	SP(Sec/SPI)	0.998037	0.001963	CS pos: 20-21. IKA-ET. Pr: 0.9307
Q8F468	OTHER	0.001762	0.998238	
Q8F469	OTHER	0.004168	0.995832	
Q8F470	OTHER	0.032193	0.967807	
Q8F471	OTHER	0.000840	0.999160	
Q8F472	OTHER	0.067238	0.932762	
Q8F473	OTHER	0.006904	0.993096	
Q8F474	OTHER	0.006975	0.993025	
Q8F476	SP(Sec/SPI)	0.979663	0.020337	CS pos: 18-19. AAC-SN. Pr: 0.3371
Q8F477	SP(Sec/SPI)	0.883088	0.116912	CS pos: 18-19. IYS-SE. Pr: 0.5745
Q8F478	SP(Sec/SPI)	0.996274	0.003726	CS pos: 21-22. CRG-KG. Pr: 0.8735
Q8F480	OTHER	0.000474	0.999526	
Q8F481	OTHER	0.000533	0.999467	
Q8F485	OTHER	0.001066	0.998934	
Q8F488	OTHER	0.001719	0.998281	
Q8F489	OTHER	0.000373	0.999627	
Q8F490	OTHER	0.207222	0.792778	
Q8F491	OTHER	0.001553	0.998447	
Q8F493	OTHER	0.140304	0.859696	
Q8F4A1	OTHER	0.000464	0.999536	
Q8F4A3	OTHER	0.002118	0.997882	
Q8F4A4	OTHER	0.008889	0.991111	
Q8F4A5	OTHER	0.012759	0.987241	
Q8F4A8	OTHER	0.000174	0.999826	
Q8F4A9	OTHER	0.000760	0.999240	
Q8F4B0	SP(Sec/SPI)	0.932417	0.067583	CS pos: 20-21. LWG-GD. Pr: 0.7242
Q8F4B4	OTHER	0.001427	0.998573	
Q8F4B6	SP(Sec/SPI)	0.984897	0.015103	CS pos: 27-28. VNA-NL. Pr: 0.6916
Q8F4B7	OTHER	0.011030	0.988970	
Q8F4B8	SP(Sec/SPI)	0.653297	0.346703	CS pos: 24-25. CST-SW. Pr: 0.2470
Q8F4B9	OTHER	0.001462	0.998538	
Q8F4C0	OTHER	0.000790	0.999210	
Q8F4C1	OTHER	0.000466	0.999534	
Q8F4C3	OTHER	0.002591	0.997409	
Q8F4C4	OTHER	0.000366	0.999634	
Q8F4C7	OTHER	0.001426	0.998574	
Q8F4C9	OTHER	0.000757	0.999243	
Q8F4D1	OTHER	0.000467	0.999533	
Q8F4D2	OTHER	0.001291	0.998709	
Q8F4D3	OTHER	0.001177	0.998823	
Q8F4D4	OTHER	0.000363	0.999637	
Q8F4D9	OTHER	0.000726	0.999274	
Q8F4E0	OTHER	0.000580	0.999420	
Q8F4E1	OTHER	0.006618	0.993382	
Q8F4E3	OTHER	0.000590	0.999410	
Q8F4E4	OTHER	0.000651	0.999349	
Q8F4E7	SP(Sec/SPI)	0.995205	0.004795	CS pos: 18-19. LWA-QK. Pr: 0.9340
Q8F4E8	OTHER	0.001675	0.998325	
Q8F4F0	OTHER	0.001007	0.998993	
Q8F4F1	OTHER	0.000577	0.999423	
Q8F4F2	OTHER	0.145308	0.854692	
Q8F4F3	OTHER	0.001763	0.998237	
Q8F4F7	OTHER	0.011409	0.988591	
Q8F4F8	SP(Sec/SPI)	0.987897	0.012103	CS pos: 21-22. TKS-KK. Pr: 0.5739
Q8F4G1	SP(Sec/SPI)	0.880690	0.119310	CS pos: 18-19. LFS-FP. Pr: 0.3748
Q8F4G3	OTHER	0.001077	0.998923	
Q8F4G6	SP(Sec/SPI)	0.865017	0.134983	CS pos: 28-29. PQG-KN. Pr: 0.4622
Q8F4G8	OTHER	0.004450	0.995550	
Q8F4G9	OTHER	0.174546	0.825454	
Q8F4H0	OTHER	0.016969	0.983031	
Q8F4H4	OTHER	0.000634	0.999366	
Q8F4H5	SP(Sec/SPI)	0.988552	0.011448	CS pos: 20-21. VFS-QQ. Pr: 0.8012
Q8F4H6	OTHER	0.000371	0.999629	
Q8F4H8	SP(Sec/SPI)	0.997533	0.002467	CS pos: 24-25. IQA-QL. Pr: 0.9741
Q8F4H9	OTHER	0.001179	0.998821	
Q8F4I1	OTHER	0.000445	0.999555	
Q8F4I3	OTHER	0.000751	0.999249	
Q8F4I4	OTHER	0.001321	0.998679	
Q8F4I5	OTHER	0.000598	0.999402	
Q8F4I6	OTHER	0.360089	0.639911	
Q8F4I7	OTHER	0.000335	0.999665	
